System_name,Account_ID,Employee_NO,Lenel_ID,Email_Address,AD_Account,Creation_Date,Last_Signon,Last_Password_Change,Status,Role_Code,CCM Access,Staff Access
S4423552,TRP1,0021293, , , ,2016-07-28,2020-04-15,2020-04-15,ACTIVE,ICIBIO,E, 
S4423552,TRR4,0021576, , , ,2019-04-26,2020-04-08,2020-04-08,ACTIVE,PBFINACC, , 
S4423552,TRR6,0026282, , , ,2018-09-18,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,TRR8,0020759, , , ,2018-03-26,2020-04-08,2020-04-08,ACTIVE,ICIBFCBKN, , 
S4423552,TRS1,0019670, , , ,2017-05-15,2020-04-15,2020-04-15,ACTIVE,PBBTT, , 
S4423552,TRS2,0022188, , , ,2017-05-18,2019-12-06,2020-02-04,INACTIVE,PBACCMAINT,P,P
S4423552,TRS7,0007124, , , ,2017-05-29,2020-03-13,2020-04-13,INACTIVE,ICIBCC, , 
S4423552,TRT1,0020907, , , ,2017-06-14,2020-04-09,2020-04-09,ACTIVE,PBCLNTMNT, , 
S4423552,TRT3,0021431, , , ,2017-07-04,2020-04-02,2020-04-02,ACTIVE,PBCCMBO, , 
S4423552,TRT5,0017010, , , ,2017-07-05,2019-09-23,2020-01-30,INACTIVE,PBCLIEXIST, , 
S4423552,TRV3,0022406, , , ,2017-08-31,2020-04-02,2020-04-02,ACTIVE,PBFINACC, , 
S4423552,TRV6,0017184, , , ,2017-09-18,2020-03-24,2020-03-24,ACTIVE,PBQA, , 
S4423552,TR01,0000844, , , ,1989-04-24,2020-04-15,2020-04-15,ACTIVE,ICIBOPSME,E, 
S4423552,TR03,0009314, , , ,2004-04-08,2020-04-02,2020-04-02,ACTIVE,ICIBBSF, , 
S4423552,TR04,0017408, , , ,2018-10-05,2020-04-03,2020-04-03,ACTIVE,ICIBBSF, , 
S4423552,TR09,0001951, , , ,1998-10-01,2020-04-15,2020-04-15,ACTIVE,ICIBBSF,E, 
S4423552,TR10,0017450, , , ,2011-08-29,2020-04-15,2020-04-15,ACTIVE,ICIBDSS, , 
S4423552,TR12,0031332, , , ,2019-06-07,2020-03-06,2020-04-06,INACTIVE,ICIBFCENQ, , 
S4423552,TR14,0020640, , , ,2019-02-04,2020-04-02,2020-04-02,ACTIVE,ICIBBSF, , 
S4423552,TR16,0031371, , , ,2019-06-20,2019-11-18,2019-12-19,INACTIVE,PBREGOPS, , 
S4423552,TR17,0018399, , , ,2018-09-11,2020-04-15,2020-04-15,ACTIVE,PBQA, , 
S4423552,TR21,0011666, , , ,2006-05-03,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,TR23,0016148, , , ,2009-05-28,2020-04-15,2020-04-15,ACTIVE,PBBTT,E,E
S4423552,TR24,0015507, , , ,2018-07-20,2020-04-15,2020-04-15,ACTIVE,PBBTT, , 
S4423552,TR28,0010306, , , ,2012-05-07,2020-04-15,2020-04-15,ACTIVE,PBINFDOC,P,P
S4423552,TR32,0013546, , , ,2008-01-15,2020-04-15,2020-04-15,ACTIVE,ICIBZM,P,P
S4423552,TR36,0010382, , , ,2005-01-13,2020-04-15,2020-04-15,ACTIVE,ICIBIO,E, 
S4423552,TR37,0011447, , , ,2008-01-31,2020-04-15,2020-04-15,ACTIVE,ICIBCO, , 
S4423552,TR38,0020261, , , ,2018-08-30,2020-04-15,2020-04-15,ACTIVE,ICIBIO,E, 
S4423552,TR41,0001475, , , ,1998-03-16,2020-04-15,2020-04-15,ACTIVE,ICIBZM,P, 
S4423552,TR47,0013748, , , ,2018-11-01,2020-04-07,2020-04-07,ACTIVE,ICIBFCENQ, , 
S4423552,TR49,0026436, , , ,2018-11-13,2020-04-15,2020-04-15,ACTIVE,ICIBFCENQ, , 
S4423552,TR56,0010473, , , ,2011-07-22,2020-01-07,2020-02-07,INACTIVE,SBRECONS,E,E
S4423552,TR58,0013315, , , ,2020-02-03,2020-04-15,2020-04-15,ACTIVE,PBQA, , 
S4423552,TR74,0001615, , , ,2001-01-10,2020-04-15,2020-04-15,ACTIVE,ICIBCO, , 
S4423552,TR76,0015822, , , ,2010-12-06,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,TR77,0015630, , , ,2008-12-15,2020-04-15,2020-04-15,ACTIVE,ICIBDS, , 
S4423552,TR78,0023825, , , ,2018-07-17,2020-04-14,2020-04-14,ACTIVE,ICIBFCBKN, , 
S4423552,TR81,0027346, , , ,2018-11-12,2019-12-12,2020-01-12,INACTIVE,ICIBFCENQ,E, 
S4423552,TR82,0012005, , , ,2019-02-01,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,TR84,0027460, , , ,2018-11-14,2020-04-15,2020-04-15,ACTIVE,PBPAYMENTS,P,P
S4423552,TR85,0027464, , , ,2018-11-14,2020-04-15,2020-04-15,ACTIVE,PBPAYMENTS,P,P
S4423552,TR86,0022059, , , ,2019-02-21,2020-04-14,2020-04-14,ACTIVE,PBPAYMENTS,E,E
S4423552,TR87,0028475, , , ,2019-02-21,2020-04-15,2020-04-15,ACTIVE,PBPAYMENTS,P,P
S4423552,TR88,0015797, , , ,2019-04-11,2020-04-15,2020-04-15,ACTIVE,ICIBFCENQ, , 
S4423552,TR89,0018160, , , ,2019-04-12,2020-04-07,2020-04-07,ACTIVE,ICIBFCENQ, , 
S4423552,TSBRECONS,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TSSSCHEQN,9999999, , , ,2019-06-10, ,2019-09-09,INACTIVE, , , 
S4423552,TURNESCQ,9999999, , , ,2019-12-03, ,2020-01-03,INACTIVE, , , 
S4423552,TURNOVER,9999999, , , ,2006-11-13,2020-04-12,2020-04-07,ACTIVE, , , 
S4423552,TWIRCHEAD,9999999, , , ,2019-06-10, ,2020-03-31,INACTIVE, , , 
S4423552,UP01,9999999, , , ,1992-02-13, ,2019-05-14,INACTIVE, , , 
S4423552,WCANNING,9999999, , , ,2008-06-12,2020-04-16,2020-04-16,ACTIVE, , , 
S4423552,WCANNING2,9999999, , , ,2018-06-07,2020-04-14,2020-04-14,ACTIVE, , , 
S4423552,WIRCHEAD,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
